issue_id;status;changed_at;assignee_id;issue_type;priority;summary;actual_time_spent
22;QA;45810,91667;2;Ошибка;Средний;Correct layout in rate limiting;0.0
22;Done;45813,41667;2;Ошибка;Средний;Correct layout in rate limiting;0.0
22;Done;45813,54167;2;Ошибка;Средний;Correct layout in rate limiting;0.0
23;Backlog;45540,68194;4;Задача;Низкий;Implement payments workflow;24.67
23;Selected for Development;45553,68194;4;Задача;Низкий;Implement payments workflow;24.67
23;In Progress;45555,68194;4;Задача;Низкий;Implement payments workflow;24.67
23;Code Review;45560,76528;4;Задача;Низкий;Implement payments workflow;24.67
23;QA;45562,93194;4;Задача;Низкий;Implement payments workflow;24.67
23;Done;45572,59861;4;Задача;Низкий;Implement payments workflow;24.67
23;Done;45572,72361;4;Задача;Низкий;Implement payments workflow;24.67
23;Reopened;45577,72361;4;Задача;Низкий;Implement payments workflow;24.67
23;Done;45578,72361;4;Задача;Низкий;Implement payments workflow;24.67
25;Backlog;45578,65347;1;Ошибка;Низкий;Fix session issue in payments;47.56
25;Selected for Development;45584,86181;1;Ошибка;Низкий;Fix session issue in payments;47.56
25;In Progress;45592,90347;1;Ошибка;Низкий;Fix session issue in payments;47.56
25;Code Review;45600,94514;1;Ошибка;Низкий;Fix session issue in payments;47.56
25;QA;45611,02847;1;Ошибка;Низкий;Fix session issue in payments;47.56
25;Done;45618,61181;1;Ошибка;Низкий;Fix session issue in payments;47.56
25;Done;45618,69514;1;Ошибка;Низкий;Fix session issue in payments;47.56
26;Backlog;45869,56389;4;Задача;Низкий;Refine payments UX;2.82
26;Selected for Development;45876,64722;4;Задача;Низкий;Refine payments UX;2.82
26;In Progress;45884,64722;4;Задача;Низкий;Refine payments UX;2.82
26;Code Review;45886,77222;4;Задача;Низкий;Refine payments UX;2.82
26;QA;45895,77222;4;Задача;Низкий;Refine payments UX;2.82
26;Done;45896,64722;4;Задача;Низкий;Refine payments UX;2.82
26;Done;45896,77222;4;Задача;Низкий;Refine payments UX;2.82
27;Backlog;45625,33472;3;Ошибка;Средний;Fix PHP bug in checkout;9.33
27;Selected for Development;45627,54306;3;Ошибка;Средний;Fix PHP bug in checkout;9.33
27;In Progress;45628,66806;3;Ошибка;Средний;Fix PHP bug in checkout;9.33
27;Code Review;45629,83472;3;Ошибка;Средний;Fix PHP bug in checkout;9.33
27;QA;45630,83472;3;Ошибка;Средний;Fix PHP bug in checkout;9.33
27;Done;45636,41806;3;Ошибка;Средний;Fix PHP bug in checkout;9.33
27;Done;45636,54306;3;Ошибка;Средний;Fix PHP bug in checkout;9.33
28;Backlog;45977,38194;1;Задача;Средний;Refine notifications UX;9.33
28;Selected for Development;45977,42361;1;Задача;Средний;Refine notifications UX;9.33
28;In Progress;45978,46528;1;Задача;Средний;Refine notifications UX;9.33
28;Code Review;45979,63194;1;Задача;Средний;Refine notifications UX;9.33
28;QA;45997,71528;1;Задача;Средний;Refine notifications UX;9.33
28;Done;46009,34028;1;Задача;Средний;Refine notifications UX;9.33
28;Done;46009,38194;1;Задача;Средний;Refine notifications UX;9.33
29;Backlog;45552,66736;5;Задача;Средний;Build audit log page;71.34
29;Selected for Development;45560,83403;5;Задача;Средний;Build audit log page;71.34
29;In Progress;45563,87569;5;Задача;Средний;Build audit log page;71.34
29;Code Review;45575,91736;5;Задача;Средний;Build audit log page;71.34
29;QA;45577,12569;5;Задача;Средний;Build audit log page;71.34
29;Done;45577,83403;5;Задача;Средний;Build audit log page;71.34
29;Done;45577,87569;5;Задача;Средний;Build audit log page;71.34
30;Backlog;45995,37847;1;Задача;Средний;Implement login workflow;8.0
30;Selected for Development;45998,42014;1;Задача;Средний;Implement login workflow;8.0
30;In Progress;46001,54514;1;Задача;Средний;Implement login workflow;8.0
30;Code Review;46002,54514;1;Задача;Средний;Implement login workflow;8.0
30;QA;46003,54514;1;Задача;Средний;Implement login workflow;8.0
30;Done;46005,33681;1;Задача;Средний;Implement login workflow;8.0
30;Done;46005,42014;1;Задача;Средний;Implement login workflow;8.0
31;Backlog;45591,47083;2;Задача;Средний;Create admin admin tool;17.67
31;Selected for Development;45599,59583;2;Задача;Средний;Create admin admin tool;17.67
31;In Progress;45601,67917;2;Задача;Средний;Create admin admin tool;17.67
31;Code Review;45603,8875;2;Задача;Средний;Create admin admin tool;17.67
31;QA;45610,05417;2;Задача;Средний;Create admin admin tool;17.67
31;Done;45611,47083;2;Задача;Средний;Create admin admin tool;17.67
31;Done;45611,5125;2;Задача;Средний;Create admin admin tool;17.67
32;Backlog;45713,63472;4;Задача;Низкий;Refine admin UX;25.26
32;Selected for Development;45715,63472;4;Задача;Низкий;Refine admin UX;25.26
32;In Progress;45720,84306;4;Задача;Низкий;Refine admin UX;25.26
32;Code Review;45725,00972;4;Задача;Низкий;Refine admin UX;25.26
32;QA;45737,21806;4;Задача;Низкий;Refine admin UX;25.26
32;Done;45753,59306;4;Задача;Низкий;Refine admin UX;25.26
32;Done;45753,67639;4;Задача;Низкий;Refine admin UX;25.26
32;Reopened;45756,67639;4;Задача;Низкий;Refine admin UX;25.26
32;Done;45760,67639;4;Задача;Низкий;Refine admin UX;25.26
33;Backlog;45602,68472;1;Задача;Средний;Refine notifications UX;16.33
33;Selected for Development;45608,72639;1;Задача;Средний;Refine notifications UX;16.33
33;In Progress;45609,93472;1;Задача;Средний;Refine notifications UX;16.33
33;Code Review;45611,97639;1;Задача;Средний;Refine notifications UX;16.33
33;QA;45613,01806;1;Задача;Средний;Refine notifications UX;16.33
33;Done;45621,72639;1;Задача;Средний;Refine notifications UX;16.33
33;Done;45621,80972;1;Задача;Средний;Refine notifications UX;16.33
34;Backlog;45649,69306;4;Ошибка;Средний;Patch validation issue in accessibility;1.79
34;Selected for Development;45651,77639;4;Ошибка;Средний;Patch validation issue in accessibility;1.79
34;In Progress;45653,77639;4;Ошибка;Средний;Patch validation issue in accessibility;1.79
34;Code Review;45654,81806;4;Ошибка;Средний;Patch validation issue in accessibility;1.79
34;QA;45656,02639;4;Ошибка;Средний;Patch validation issue in accessibility;1.79
34;Done;45659,73472;4;Ошибка;Средний;Patch validation issue in accessibility;1.79
34;Done;45659,81806;4;Ошибка;Средний;Patch validation issue in accessibility;1.79
36;Backlog;45697,74792;4;Задача;Средний;Add billing module;38.65
36;Selected for Development;45703,83125;4;Задача;Средний;Add billing module;38.65
36;In Progress;45704,83125;4;Задача;Средний;Add billing module;38.65
36;Code Review;45709,83125;4;Задача;Средний;Add billing module;38.65
36;QA;45710,95625;4;Задача;Средний;Add billing module;38.65
36;Done;45713,74792;4;Задача;Средний;Add billing module;38.65
36;Done;45713,78958;4;Задача;Средний;Add billing module;38.65
37;Backlog;45455,45694;1;Ошибка;Высокий;Fix PHP bug in payments;9.0
37;Selected for Development;45455,45694;1;Ошибка;Высокий;Fix PHP bug in payments;9.0
37;In Progress;45456,49861;1;Ошибка;Высокий;Fix PHP bug in payments;9.0
37;Code Review;45457,62361;1;Ошибка;Высокий;Fix PHP bug in payments;9.0
37;QA;45460,70694;1;Ошибка;Высокий;Fix PHP bug in payments;9.0
37;Done;45461,58194;1;Ошибка;Высокий;Fix PHP bug in payments;9.0
37;Done;45461,66528;1;Ошибка;Высокий;Fix PHP bug in payments;9.0
38;Backlog;45321,69653;1;Ошибка;Средний;Fix PHP bug in settings;0.0
38;Selected for Development;45325,73819;1;Ошибка;Средний;Fix PHP bug in settings;0.0
38;In Progress;45332,94653;1;Ошибка;Средний;Fix PHP bug in settings;0.0
38;Code Review;45333,98819;1;Ошибка;Средний;Fix PHP bug in settings;0.0
38;QA;45336,15486;1;Ошибка;Средний;Fix PHP bug in settings;0.0
38;Done;45339,77986;1;Ошибка;Средний;Fix PHP bug in settings;0.0
38;Done;45339,86319;1;Ошибка;Средний;Fix PHP bug in settings;0.0
39;Backlog;45721,41042;3;Задача;Высокий;Implement search workflow;10.72
39;Selected for Development;45721,53542;3;Задача;Высокий;Implement search workflow;10.72
39;In Progress;45722,66042;3;Задача;Высокий;Implement search workflow;10.72
39;Code Review;45724,66042;3;Задача;Высокий;Implement search workflow;10.72
39;QA;45725,61875;3;Задача;Высокий;Implement search workflow;10.72
39;Done;45725,61875;3;Задача;Высокий;Implement search workflow;10.72
39;Done;45725,61875;3;Задача;Высокий;Implement search workflow;10.72
40;Backlog;45965,73819;2;Задача;Средний;Add profile module;8.43
40;Selected for Development;45966,77986;2;Задача;Средний;Add profile module;8.43
40;In Progress;45967,94653;2;Задача;Средний;Add profile module;8.43
40;Code Review;45969,11319;2;Задача;Средний;Add profile module;8.43
40;QA;45970,32153;2;Задача;Средний;Add profile module;8.43
40;Done;45970,90486;2;Задача;Средний;Add profile module;8.43
40;Done;45970,90486;2;Задача;Средний;Add profile module;8.43
43;Backlog;45936,66389;1;Задача;Средний;Add checkout module;1.69
43;Selected for Development;45938,78889;1;Задача;Средний;Add checkout module;1.69
43;In Progress;45961,78889;1;Задача;Средний;Add checkout module;1.69
43;Code Review;45962,91389;1;Задача;Средний;Add checkout module;1.69
43;QA;45967,12222;1;Задача;Средний;Add checkout module;1.69
43;Done;45967,83056;1;Задача;Средний;Add checkout module;1.69
43;Done;45967,87222;1;Задача;Средний;Add checkout module;1.69
44;Backlog;45942,67986;4;Задача;Низкий;Refine settings UX;40.67
44;Selected for Development;45975,80486;4;Задача;Низкий;Refine settings UX;40.67
44;In Progress;45993,92986;4;Задача;Низкий;Refine settings UX;40.67
44;Code Review;46001,01319;4;Задача;Низкий;Refine settings UX;40.67
44;QA;46002,01319;4;Задача;Низкий;Refine settings UX;40.67
44;Done;46004,80486;4;Задача;Низкий;Refine settings UX;40.67
44;Done;46004,80486;4;Задача;Низкий;Refine settings UX;40.67
45;Backlog;46005,46944;3;Задача;Средний;Implement offline sync workflow;25.0
45;Selected for Development;46006,51111;3;Задача;Средний;Implement offline sync workflow;25.0
45;In Progress;46007,67778;3;Задача;Средний;Implement offline sync workflow;25.0
45;Code Review;46010,80278;3;Задача;Средний;Implement offline sync workflow;25.0
45;QA;46011,92778;3;Задача;Средний;Implement offline sync workflow;25.0
45;Done;46013,51111;3;Задача;Средний;Implement offline sync workflow;25.0
45;Done;46013,55278;3;Задача;Средний;Implement offline sync workflow;25.0
46;Backlog;45778,52083;1;Ошибка;Средний;Resolve UI regression in accessibility;24.0
46;Selected for Development;45782,52083;1;Ошибка;Средний;Resolve UI regression in accessibility;24.0
46;In Progress;45783,64583;1;Ошибка;Средний;Resolve UI regression in accessibility;24.0
46;Code Review;45786,64583;1;Ошибка;Средний;Resolve UI regression in accessibility;24.0
46;QA;45788,85417;1;Ошибка;Средний;Resolve UI regression in accessibility;24.0
46;Done;45789,52083;1;Ошибка;Средний;Resolve UI regression in accessibility;24.0
46;Done;45789,52083;1;Ошибка;Средний;Resolve UI regression in accessibility;24.0
47;Backlog;45511,72778;2;Задача;Средний;Refine export UX;16.0
47;Selected for Development;45513,89444;2;Задача;Средний;Refine export UX;16.0
47;In Progress;45531,89444;2;Задача;Средний;Refine export UX;16.0
47;Code Review;45533,89444;2;Задача;Средний;Refine export UX;16.0
47;QA;45535,10278;2;Задача;Средний;Refine export UX;16.0
47;Done;45535,85278;2;Задача;Средний;Refine export UX;16.0
47;Done;45535,93611;2;Задача;Средний;Refine export UX;16.0
48;Backlog;45375,55556;5;Ошибка;Средний;Correct layout in export;9.67
48;Selected for Development;45379,55556;5;Ошибка;Средний;Correct layout in export;9.67
48;In Progress;45387,55556;5;Ошибка;Средний;Correct layout in export;9.67
48;Code Review;45390,76389;5;Ошибка;Средний;Correct layout in export;9.67
48;QA;45391,93056;5;Ошибка;Средний;Correct layout in export;9.67
48;Done;45392,76389;5;Ошибка;Средний;Correct layout in export;9.67
48;Done;45392,76389;5;Ошибка;Средний;Correct layout in export;9.67
49;Selected for Development;45872,72917;1;Ошибка;Средний;Fix session issue in notifications;9.33
49;Backlog;45873,5625;1;Ошибка;Средний;Fix session issue in notifications;9.33
49;In Progress;45873,9375;1;Ошибка;Средний;Fix session issue in notifications;9.33
49;Code Review;45875,10417;1;Ошибка;Средний;Fix session issue in notifications;9.33
49;QA;45876,14583;1;Ошибка;Средний;Fix session issue in notifications;9.33
49;Done;45880,77083;1;Ошибка;Средний;Fix session issue in notifications;9.33
49;Done;45880,77083;1;Ошибка;Средний;Fix session issue in notifications;9.33
51;Backlog;45538,675;2;Ошибка;Низкий;Resolve UI regression in search;16.67
51;Selected for Development;45544,71667;2;Ошибка;Низкий;Resolve UI regression in search;16.67
51;In Progress;45551,88333;2;Ошибка;Низкий;Resolve UI regression in search;16.67
51;Code Review;45553,96667;2;Ошибка;Низкий;Resolve UI regression in search;16.67
51;QA;45555,96667;2;Ошибка;Низкий;Resolve UI regression in search;16.67
51;Done;45561,8;2;Ошибка;Низкий;Resolve UI regression in search;16.67
51;Done;45561,88333;2;Ошибка;Низкий;Resolve UI regression in search;16.67
53;Backlog;46017,57431;2;Задача;Средний;Add profile module;113.33
53;Selected for Development;46020,69931;2;Задача;Средний;Add profile module;113.33
53;In Progress;46021,90764;2;Задача;Средний;Add profile module;113.33
53;Code Review;46042,07431;2;Задача;Средний;Add profile module;113.33
53;QA;46045,15764;2;Задача;Средний;Add profile module;113.33
53;Done;46048,69931;2;Задача;Средний;Add profile module;113.33
53;Done;46048,78264;2;Задача;Средний;Add profile module;113.33
54;Backlog;45385,68056;2;Ошибка;Средний;Resolve UI regression in admin;8.67
54;Selected for Development;45388,68056;2;Ошибка;Средний;Resolve UI regression in admin;8.67
54;In Progress;45390,88889;2;Ошибка;Средний;Resolve UI regression in admin;8.67
54;Code Review;45391,97222;2;Ошибка;Средний;Resolve UI regression in admin;8.67
54;QA;45393,09722;2;Ошибка;Средний;Resolve UI regression in admin;8.67
54;Done;45395,68056;2;Ошибка;Средний;Resolve UI regression in admin;8.67
54;Done;45395,76389;2;Ошибка;Средний;Resolve UI regression in admin;8.67
55;Backlog;45629,68125;2;Задача;Средний;Refine login UX;120.55
55;Selected for Development;45631,88958;2;Задача;Средний;Refine login UX;120.55
55;In Progress;45632,93125;2;Задача;Средний;Refine login UX;120.55
55;Code Review;45655,09792;2;Задача;Средний;Refine login UX;120.55
55;QA;45656,22292;2;Задача;Средний;Refine login UX;120.55
55;Done;45656,84792;2;Задача;Средний;Refine login UX;120.55
55;Done;45656,84792;2;Задача;Средний;Refine login UX;120.55
56;Backlog;45968,65764;1;Ошибка;Средний;Correct layout in export;9.33
56;Selected for Development;45971,82431;1;Ошибка;Средний;Correct layout in export;9.33
56;In Progress;45972,86597;1;Ошибка;Средний;Correct layout in export;9.33
56;Code Review;45974,03264;1;Ошибка;Средний;Correct layout in export;9.33
56;QA;45975,07431;1;Ошибка;Средний;Correct layout in export;9.33
56;Done;45975,74097;1;Ошибка;Средний;Correct layout in export;9.33
56;Done;45975,82431;1;Ошибка;Средний;Correct layout in export;9.33
58;Backlog;45706,52431;1;Задача;Средний;Build notifications page;8.33
58;Selected for Development;45707,52431;1;Задача;Средний;Build notifications page;8.33
58;In Progress;45708,73264;1;Задача;Средний;Build notifications page;8.33
58;Code Review;45709,77431;1;Задача;Средний;Build notifications page;8.33
58;QA;45713,81597;1;Задача;Средний;Build notifications page;8.33
58;Done;45714,44097;1;Задача;Средний;Build notifications page;8.33
58;Done;45714,56597;1;Задача;Средний;Build notifications page;8.33
59;Selected for Development;45707,91181;2;Задача;Высокий;Refine profile UX;8.0
59;Backlog;45708,70347;2;Задача;Высокий;Refine profile UX;8.0
59;In Progress;45708,99514;2;Задача;Высокий;Refine profile UX;8.0
59;Code Review;45709,99514;2;Задача;Высокий;Refine profile UX;8.0
59;QA;45712,66181;2;Задача;Высокий;Refine profile UX;8.0
59;Done;45712,66181;2;Задача;Высокий;Refine profile UX;8.0
59;Done;45712,70347;2;Задача;Высокий;Refine profile UX;8.0
60;Backlog;45946,68611;1;Ошибка;Низкий;Patch validation issue in offline sync;55.49
60;Selected for Development;45952,85278;1;Ошибка;Низкий;Patch validation issue in offline sync;55.49
60;In Progress;45955,85278;1;Ошибка;Низкий;Patch validation issue in offline sync;55.49
60;Code Review;45965,93611;1;Ошибка;Низкий;Patch validation issue in offline sync;55.49
60;QA;45967,93611;1;Ошибка;Низкий;Patch validation issue in offline sync;55.49
60;Done;45968,68611;1;Ошибка;Низкий;Patch validation issue in offline sync;55.49
60;Done;45968,81111;1;Ошибка;Низкий;Patch validation issue in offline sync;55.49
61;Backlog;45508,34514;2;Ошибка;Средний;Correct layout in payments;10.24
61;Selected for Development;45511,55347;2;Ошибка;Средний;Correct layout in payments;10.24
61;In Progress;45512,72014;2;Ошибка;Средний;Correct layout in payments;10.24
61;Code Review;45514,84514;2;Ошибка;Средний;Correct layout in payments;10.24
61;QA;45521,92847;2;Ошибка;Средний;Correct layout in payments;10.24
61;Done;45522,34514;2;Ошибка;Средний;Correct layout in payments;10.24
61;Done;45522,42847;2;Ошибка;Средний;Correct layout in payments;10.24
62;Backlog;45422,65347;2;Ошибка;Средний;Resolve UI regression in billing;8.33
62;Selected for Development;45425,82014;2;Ошибка;Средний;Resolve UI regression in billing;8.33
62;In Progress;45427,86181;2;Ошибка;Средний;Resolve UI regression in billing;8.33
62;Code Review;45428,90347;2;Ошибка;Средний;Resolve UI regression in billing;8.33
62;QA;45429,90347;2;Ошибка;Средний;Resolve UI regression in billing;8.33
62;Done;45432,69514;2;Ошибка;Средний;Resolve UI regression in billing;8.33
62;Done;45432,73681;2;Ошибка;Средний;Resolve UI regression in billing;8.33
63;Backlog;45792,55625;1;Задача;Средний;Create audit log admin tool;14.45
63;Selected for Development;45796,63958;1;Задача;Средний;Create audit log admin tool;14.45
63;In Progress;45802,76458;1;Задача;Средний;Create audit log admin tool;14.45
63;Code Review;45804,80625;1;Задача;Средний;Create audit log admin tool;14.45
63;QA;45819,88958;1;Задача;Средний;Create audit log admin tool;14.45
63;Done;45822,63958;1;Задача;Средний;Create audit log admin tool;14.45
63;Done;45822,63958;1;Задача;Средний;Create audit log admin tool;14.45
64;Backlog;45828,74375;5;Задача;Низкий;Build payments page;184.62
64;Selected for Development;45834,95208;5;Задача;Низкий;Build payments page;184.62
64;In Progress;45837,95208;5;Задача;Низкий;Build payments page;184.62
64;Code Review;45869,07708;5;Задача;Низкий;Build payments page;184.62
64;QA;45870,28542;5;Задача;Низкий;Build payments page;184.62
64;Done;45870,82708;5;Задача;Низкий;Build payments page;184.62
64;Done;45870,95208;5;Задача;Низкий;Build payments page;184.62
65;Backlog;45423,48889;1;Задача;Средний;Create settings admin tool;40.0
65;Selected for Development;45441,57222;1;Задача;Средний;Create settings admin tool;40.0
65;In Progress;45444,65556;1;Задача;Средний;Create settings admin tool;40.0
